attackingProb,attackingTime,isAttackTrial,cookie1PosX,cookie1PosY,cookie1Weight,cookie1RewardValue,cookie2PosX,cookie2PosY,cookie2Weight,cookie2RewardValue,cookie3PosX,cookie3PosY,cookie3Weight,cookie3RewardValue,type,transitionState
0.1,0.5278425285788908,1,1,0,3,5,0,3,1,1,0,0,0,0,1,0
0.5,0,0,0,6,1,1,0,1,1,1,0,0,0,0,6,0
0.1,0,0,2,3,3,5,0,6,1,1,0,0,0,0,1,0
0.5,0,0,0,4,3,5,0,7,3,5,0,0,0,0,5,0
0.5,0.5197063874987562,1,2,7,3,5,0,2,1,1,0,0,0,0,1,0
0.1,0,0,1,6,3,5,1,1,3,5,0,0,0,0,5,0
0.5,0,0,2,2,3,5,0,5,1,1,0,0,0,0,1,0
0.1,0,0,2,7,1,1,2,2,1,1,0,0,0,0,5,0
0.9,0.4573279665763139,1,2,3,3,5,0,6,1,1,0,0,0,0,1,0
0.1,0,0,1,1,1,1,1,4,1,1,0,0,0,0,5,0
0.1,0.5342149131758036,1,2,5,3,5,0,0,1,1,0,0,0,0,1,0
0.5,0,0,0,2,3,5,0,5,3,5,0,0,0,0,6,3
0.1,0,0,0,3,3,5,0,6,1,1,0,0,0,0,1,0
0.9,0.4525798121637484,1,2,6,3,5,2,1,3,5,0,0,0,0,5,0
0.9,0.5,1,2,2,3,5,0,5,1,1,0,0,0,0,1,0
0.1,0.5467737911170958,1,2,3,1,1,2,6,1,1,0,0,0,0,6,0
0.9,0.472881057,1,1,0,3,5,0,3,1,1,0,0,0,0,1,0
0.9,0.5,1,0,4,3,5,0,7,3,5,0,0,0,0,6,0
0.9,0.5,1,0,1,3,5,0,4,1,1,0,0,0,0,1,0
0.5,0.4908166887875341,1,1,2,1,1,1,5,1,1,0,0,0,0,6,0
0.5,0.5209849766136561,1,1,2,3,5,0,5,1,1,0,0,0,0,1,0
0.9,0.6629943698006162,1,1,1,3,5,0,4,1,1,0,0,0,0,1,0
0.9,0.51375939,1,0,4,3,5,0,7,1,1,0,0,0,0,1,0
0.1,0,0,0,6,3,5,0,1,3,5,0,0,0,0,6,0
0.1,0,0,1,6,3,5,0,1,1,1,0,0,0,0,1,0
0.9,0.5037521103526443,1,0,0,1,1,0,3,1,1,0,0,0,0,6,0
0.5,0.5924296988266204,1,0,2,3,5,0,5,1,1,0,0,0,0,1,0
0.5,0,0,1,4,3,5,1,7,3,5,0,0,0,0,6,0
0.9,0,0,0,7,3,5,0,2,1,1,0,0,0,0,1,4
0.9,0.4276774086475832,1,1,2,1,1,1,5,1,1,0,0,0,0,6,0
0.1,0,0,2,6,3,5,0,1,1,1,0,0,0,0,1,0
0.9,0.3714990588328373,1,1,0,3,5,1,3,3,5,0,0,0,0,5,0
0.5,0.4392990873922715,1,1,0,3,5,0,3,1,1,0,0,0,0,1,0
0.5,0,0,2,6,1,1,2,1,1,1,0,0,0,0,5,0
0.9,0.4387564028672852,1,1,3,3,5,0,6,1,1,0,0,0,0,1,0
0.9,0.4726420200436788,1,2,2,1,1,2,5,1,1,0,0,0,0,6,0
0.1,0,0,1,2,3,5,0,5,1,1,0,0,0,0,1,0
0.5,0,0,1,4,3,5,1,7,3,5,0,0,0,0,5,0
0.1,0,0,1,5,3,5,0,0,1,1,0,0,0,0,1,1
