attackingProb,attackingTime,isAttackTrial,cookie1PosX,cookie1PosY,cookie1Weight,cookie1RewardValue,cookie2PosX,cookie2PosY,cookie2Weight,cookie2RewardValue,cookie3PosX,cookie3PosY,cookie3Weight,cookie3RewardValue,type,transitionState
0.1,0,0,1,7,1,1,1,2,1,1,0,0,0,0,5,0
0.1,0,0,1,3,3,5,0,6,1,1,0,0,0,0,1,0
0.5,0.5924871589276565,1,1,4,1,1,1,7,1,1,0,0,0,0,5,0
0.5,0.5937898629629281,1,0,4,3,5,0,7,1,1,0,0,0,0,1,0
0.1,0,0,1,3,3,5,1,6,3,5,0,0,0,0,6,0
0.9,0,0,0,6,3,5,0,1,1,1,0,0,0,0,1,2
0.9,0.4736674763511121,1,1,3,1,1,1,6,1,1,0,0,0,0,5,0
0.9,0.4898259443183564,1,1,4,3,5,0,7,1,1,0,0,0,0,1,0
0.9,0.600491201,1,2,4,3,5,2,7,3,5,0,0,0,0,5,0
0.1,0,0,2,3,3,5,0,6,1,1,0,0,0,0,1,0
0.1,0,0,1,0,3,5,1,3,3,5,0,0,0,0,5,0
0.5,0,0,1,5,3,5,0,0,1,1,0,0,0,0,1,0
0.1,0,0,0,1,1,1,0,4,1,1,0,0,0,0,6,0
0.9,0.660094359,1,0,5,3,5,0,0,1,1,0,0,0,0,1,0
0.9,0.5129068587632837,1,2,2,1,1,2,5,1,1,0,0,0,0,6,0
0.9,0,0,1,1,3,5,0,4,1,1,0,0,0,0,1,0
0.9,0,0,2,0,1,1,2,3,1,1,0,0,0,0,5,0
0.1,0,0,0,2,3,5,0,5,1,1,0,0,0,0,1,0
0.9,0.543435638,1,1,5,1,1,1,0,1,1,0,0,0,0,6,0
0.1,0.5228790817258021,1,0,4,3,5,0,7,1,1,0,0,0,0,1,0
0.1,0,0,0,6,3,5,0,1,3,5,0,0,0,0,5,0
0.5,0.6338963308909693,1,1,5,3,5,0,0,1,1,0,0,0,0,1,0
0.9,0.5748419956147663,1,2,7,3,5,0,2,1,1,0,0,0,0,1,3
0.1,0,0,1,3,3,5,0,6,1,1,0,0,0,0,1,0
0.5,0.5090650599643285,1,1,0,3,5,0,3,1,1,0,0,0,0,1,0
0.5,0,0,0,5,1,1,0,0,1,1,0,0,0,0,6,0
0.5,0,0,2,0,3,5,0,3,1,1,0,0,0,0,1,0
0.9,0.5290764175431835,1,0,6,3,5,0,1,3,5,0,0,0,0,5,0
0.5,0,0,2,1,3,5,0,4,1,1,0,0,0,0,1,0
0.1,0,0,2,2,3,5,2,5,3,5,0,0,0,0,5,0
0.9,0.6084622574749028,1,2,1,3,5,0,4,1,1,0,0,0,0,1,0
0.5,0.497103799,1,0,4,3,5,0,7,1,1,0,0,0,0,1,0
0.1,0.5161073449662226,1,0,0,1,1,0,3,1,1,0,0,0,0,5,1
